sub_id,mevt_id,msg_id,msg_rank,read_n,times_read,dwell_ms,opened_at,closed_at,raw_msg_event_id,condition,total_points,log_total_points
63,5,3,3,1,1,8497,2026-04-21T08:33:31Z,2026-04-21T08:33:39Z,msg-3-5,easy,400040,12.899322320837353
63,6,4,4,1,1,4912,2026-04-21T08:33:40Z,2026-04-21T08:33:45Z,msg-4-6,easy,400040,12.899322320837353
63,7,5,5,1,1,2476,2026-04-21T08:33:46Z,2026-04-21T08:33:48Z,msg-5-7,easy,400040,12.899322320837353
63,8,6,6,1,1,4485,2026-04-21T08:33:49Z,2026-04-21T08:33:54Z,msg-6-8,easy,400040,12.899322320837353
63,9,7,7,1,1,1703,2026-04-21T08:33:54Z,2026-04-21T08:33:56Z,msg-7-9,easy,400040,12.899322320837353
63,10,8,8,1,1,3630,2026-04-21T08:33:57Z,2026-04-21T08:34:01Z,msg-8-10,easy,400040,12.899322320837353
63,11,9,9,1,1,3713,2026-04-21T08:34:02Z,2026-04-21T08:34:06Z,msg-9-11,easy,400040,12.899322320837353
63,12,10,10,1,1,4455,2026-04-21T08:34:06Z,2026-04-21T08:34:11Z,msg-10-12,easy,400040,12.899322320837353
64,1,11,1,1,1,23067,2026-04-21T08:32:36Z,2026-04-21T08:32:59Z,msg-11-1,hard,111000,11.6172944892629
64,2,12,2,1,1,6746,2026-04-21T08:33:00Z,2026-04-21T08:33:07Z,msg-12-2,hard,111000,11.6172944892629
65,1,21,1,1,2,76704,2026-04-21T08:32:38Z,2026-04-21T08:33:55Z,msg-21-1,medium,111,4.718498871295094
65,2,21,1,2,2,11720,2026-04-21T08:33:59Z,2026-04-21T08:34:10Z,msg-21-2,medium,111,4.718498871295094
66,1,11,1,1,2,27229,2026-04-21T08:39:14Z,2026-04-21T08:39:41Z,msg-11-1,hard,21140,9.958969561995133
66,2,11,1,2,2,16732,2026-04-21T08:39:44Z,2026-04-21T08:40:01Z,msg-11-2,hard,21140,9.958969561995133
66,3,12,2,1,1,9921,2026-04-21T08:40:04Z,2026-04-21T08:40:14Z,msg-12-3,hard,21140,9.958969561995133
67,1,21,1,1,1,63405,2026-04-21T08:35:40Z,2026-04-21T08:36:43Z,msg-21-1,medium,110010,11.608335639774886
67,2,22,2,1,1,22965,2026-04-21T08:36:46Z,2026-04-21T08:37:09Z,msg-22-2,medium,110010,11.608335639774886
67,3,23,3,1,1,15480,2026-04-21T08:37:11Z,2026-04-21T08:37:26Z,msg-23-3,medium,110010,11.608335639774886
67,4,24,4,1,1,4416,2026-04-21T08:37:27Z,2026-04-21T08:37:32Z,msg-24-4,medium,110010,11.608335639774886
67,5,25,5,1,1,18225,2026-04-21T08:37:33Z,2026-04-21T08:37:51Z,msg-25-5,medium,110010,11.608335639774886
67,6,26,6,1,1,3960,2026-04-21T08:37:53Z,2026-04-21T08:37:57Z,msg-26-6,medium,110010,11.608335639774886
67,7,27,7,1,1,2974,2026-04-21T08:37:59Z,2026-04-21T08:38:02Z,msg-27-7,medium,110010,11.608335639774886
67,8,28,8,1,1,3735,2026-04-21T08:38:04Z,2026-04-21T08:38:07Z,msg-28-8,medium,110010,11.608335639774886
67,9,29,9,1,1,6008,2026-04-21T08:38:08Z,2026-04-21T08:38:14Z,msg-29-9,medium,110010,11.608335639774886
67,10,30,10,1,1,4560,2026-04-21T08:38:15Z,2026-04-21T08:38:20Z,msg-30-10,medium,110010,11.608335639774886
68,1,1,1,1,4,27313,2026-04-21T08:37:10Z,2026-04-21T08:37:37Z,msg-1-1,easy,400040,12.899322320837353
68,2,2,2,1,3,6516,2026-04-21T08:37:38Z,2026-04-21T08:37:44Z,msg-2-2,easy,400040,12.899322320837353
68,3,3,3,1,5,16688,2026-04-21T08:37:45Z,2026-04-21T08:38:02Z,msg-3-3,easy,400040,12.899322320837353
68,4,4,4,1,3,12390,2026-04-21T08:38:03Z,2026-04-21T08:38:16Z,msg-4-4,easy,400040,12.899322320837353
68,5,5,5,1,2,9511,2026-04-21T08:38:17Z,2026-04-21T08:38:27Z,msg-5-5,easy,400040,12.899322320837353
68,6,6,6,1,1,7459,2026-04-21T08:38:28Z,2026-04-21T08:38:36Z,msg-6-6,easy,400040,12.899322320837353
68,7,7,7,1,1,3580,2026-04-21T08:38:37Z,2026-04-21T08:38:41Z,msg-7-7,easy,400040,12.899322320837353
68,8,1,1,2,4,12058,2026-04-21T08:38:42Z,2026-04-21T08:38:54Z,msg-1-8,easy,400040,12.899322320837353
68,9,2,2,2,3,5107,2026-04-21T08:38:55Z,2026-04-21T08:39:00Z,msg-2-9,easy,400040,12.899322320837353
68,10,3,3,2,5,11010,2026-04-21T08:39:01Z,2026-04-21T08:39:12Z,msg-3-10,easy,400040,12.899322320837353
68,11,4,4,2,3,6338,2026-04-21T08:39:13Z,2026-04-21T08:39:19Z,msg-4-11,easy,400040,12.899322320837353
68,12,5,5,2,2,4577,2026-04-21T08:39:20Z,2026-04-21T08:39:25Z,msg-5-12,easy,400040,12.899322320837353
68,13,1,1,3,4,3344,2026-04-21T08:39:26Z,2026-04-21T08:39:29Z,msg-1-13,easy,400040,12.899322320837353
68,14,1,1,4,4,6726,2026-04-21T08:39:36Z,2026-04-21T08:39:42Z,msg-1-14,easy,400040,12.899322320837353
68,15,2,2,3,3,4482,2026-04-21T08:39:45Z,2026-04-21T08:39:49Z,msg-2-15,easy,400040,12.899322320837353
68,16,3,3,3,5,8498,2026-04-21T08:39:51Z,2026-04-21T08:39:59Z,msg-3-16,easy,400040,12.899322320837353
68,17,4,4,3,3,4169,2026-04-21T08:40:03Z,2026-04-21T08:40:07Z,msg-4-17,easy,400040,12.899322320837353
68,18,3,3,4,5,5666,2026-04-21T08:40:08Z,2026-04-21T08:40:14Z,msg-3-18,easy,400040,12.899322320837353
68,19,3,3,5,5,4776,2026-04-21T08:40:18Z,2026-04-21T08:40:23Z,msg-3-19,easy,400040,12.899322320837353
69,1,21,1,1,2,23865,2026-04-21T08:38:13Z,2026-04-21T08:38:37Z,msg-21-1,medium,164,5.10594547390058
69,2,22,2,1,2,31609,2026-04-21T08:38:39Z,2026-04-21T08:39:10Z,msg-22-2,medium,164,5.10594547390058
69,3,23,3,1,1,16385,2026-04-21T08:39:11Z,2026-04-21T08:39:28Z,msg-23-3,medium,164,5.10594547390058
69,4,24,4,1,1,3399,2026-04-21T08:39:29Z,2026-04-21T08:39:32Z,msg-24-4,medium,164,5.10594547390058
69,5,25,5,1,1,7112,2026-04-21T08:39:33Z,2026-04-21T08:39:40Z,msg-25-5,medium,164,5.10594547390058
69,6,26,6,1,1,2663,2026-04-21T08:39:41Z,2026-04-21T08:39:44Z,msg-26-6,medium,164,5.10594547390058
69,7,27,7,1,1,5536,2026-04-21T08:39:45Z,2026-04-21T08:39:51Z,msg-27-7,medium,164,5.10594547390058
69,8,28,8,1,1,2200,2026-04-21T08:39:52Z,2026-04-21T08:39:54Z,msg-28-8,medium,164,5.10594547390058
69,9,29,9,1,1,9224,2026-04-21T08:39:56Z,2026-04-21T08:40:05Z,msg-29-9,medium,164,5.10594547390058
69,10,30,10,1,1,4384,2026-04-21T08:40:06Z,2026-04-21T08:40:11Z,msg-30-10,medium,164,5.10594547390058
69,11,21,1,2,2,12129,2026-04-21T08:40:17Z,2026-04-21T08:40:29Z,msg-21-11,medium,164,5.10594547390058
69,12,22,2,2,2,8152,2026-04-21T08:40:30Z,2026-04-21T08:40:38Z,msg-22-12,medium,164,5.10594547390058
70,1,21,1,1,2,30067,2026-04-21T08:38:38Z,2026-04-21T08:39:08Z,msg-21-1,medium,12,2.5649493574615367
70,2,22,2,1,1,24372,2026-04-21T08:39:10Z,2026-04-21T08:39:34Z,msg-22-2,medium,12,2.5649493574615367
70,3,23,3,1,1,18664,2026-04-21T08:39:36Z,2026-04-21T08:39:54Z,msg-23-3,medium,12,2.5649493574615367
70,4,24,4,1,1,8733,2026-04-21T08:39:56Z,2026-04-21T08:40:04Z,msg-24-4,medium,12,2.5649493574615367
70,5,25,5,1,1,7382,2026-04-21T08:40:06Z,2026-04-21T08:40:13Z,msg-25-5,medium,12,2.5649493574615367
70,6,26,6,1,1,4675,2026-04-21T08:40:14Z,2026-04-21T08:40:19Z,msg-26-6,medium,12,2.5649493574615367
70,7,27,7,1,1,5242,2026-04-21T08:40:20Z,2026-04-21T08:40:25Z,msg-27-7,medium,12,2.5649493574615367
70,8,28,8,1,1,2836,2026-04-21T08:40:26Z,2026-04-21T08:40:29Z,msg-28-8,medium,12,2.5649493574615367
70,9,29,9,1,1,3476,2026-04-21T08:40:31Z,2026-04-21T08:40:35Z,msg-29-9,medium,12,2.5649493574615367
70,10,30,10,1,1,1392,2026-04-21T08:40:36Z,2026-04-21T08:40:37Z,msg-30-10,medium,12,2.5649493574615367
70,11,21,1,2,2,12850,2026-04-21T08:40:55Z,2026-04-21T08:41:08Z,msg-21-11,medium,12,2.5649493574615367
71,1,21,1,1,3,25506,2026-04-21T08:38:10Z,2026-04-21T08:38:35Z,msg-21-1,medium,10,2.3978952727983707
71,2,22,2,1,2,14464,2026-04-21T08:38:38Z,2026-04-21T08:38:52Z,msg-22-2,medium,10,2.3978952727983707
71,3,23,3,1,1,5152,2026-04-21T08:38:54Z,2026-04-21T08:39:00Z,msg-23-3,medium,10,2.3978952727983707
71,4,24,4,1,1,2578,2026-04-21T08:39:01Z,2026-04-21T08:39:03Z,msg-24-4,medium,10,2.3978952727983707
71,5,25,5,1,1,23239,2026-04-21T08:39:05Z,2026-04-21T08:39:28Z,msg-25-5,medium,10,2.3978952727983707
71,6,26,6,1,1,2246,2026-04-21T08:39:31Z,2026-04-21T08:39:33Z,msg-26-6,medium,10,2.3978952727983707
71,7,27,7,1,1,3612,2026-04-21T08:39:34Z,2026-04-21T08:39:38Z,msg-27-7,medium,10,2.3978952727983707
71,8,28,8,1,2,2910,2026-04-21T08:39:39Z,2026-04-21T08:39:42Z,msg-28-8,medium,10,2.3978952727983707
71,9,28,8,2,2,1760,2026-04-21T08:39:43Z,2026-04-21T08:39:45Z,msg-28-9,medium,10,2.3978952727983707
71,10,29,9,1,1,2138,2026-04-21T08:39:47Z,2026-04-21T08:39:49Z,msg-29-10,medium,10,2.3978952727983707
71,11,30,10,1,1,11582,2026-04-21T08:39:50Z,2026-04-21T08:40:02Z,msg-30-11,medium,10,2.3978952727983707
71,12,21,1,2,3,5591,2026-04-21T08:40:07Z,2026-04-21T08:40:13Z,msg-21-12,medium,10,2.3978952727983707
71,13,22,2,2,2,7512,2026-04-21T08:40:16Z,2026-04-21T08:40:24Z,msg-22-13,medium,10,2.3978952727983707
71,14,21,1,3,3,9278,2026-04-21T08:40:28Z,2026-04-21T08:40:37Z,msg-21-14,medium,10,2.3978952727983707
72,1,11,1,1,3,31057,2026-04-21T08:38:57Z,2026-04-21T08:39:28Z,msg-11-1,hard,20409,9.92378025580389
72,2,11,1,2,3,21046,2026-04-21T08:39:34Z,2026-04-21T08:39:55Z,msg-11-2,hard,20409,9.92378025580389
72,3,11,1,3,3,7198,2026-04-21T08:39:58Z,2026-04-21T08:40:05Z,msg-11-3,hard,20409,9.92378025580389
72,4,12,2,1,1,14118,2026-04-21T08:40:08Z,2026-04-21T08:40:23Z,msg-12-4,hard,20409,9.92378025580389
73,1,21,1,1,1,14770,2026-04-21T08:42:28Z,2026-04-21T08:42:43Z,msg-21-1,medium,334,5.814130531825066
73,2,22,2,1,1,8226,2026-04-21T08:42:44Z,2026-04-21T08:42:52Z,msg-22-2,medium,334,5.814130531825066
73,3,23,3,1,1,5853,2026-04-21T08:42:53Z,2026-04-21T08:42:59Z,msg-23-3,medium,334,5.814130531825066
73,4,24,4,1,1,1610,2026-04-21T08:43:00Z,2026-04-21T08:43:01Z,msg-24-4,medium,334,5.814130531825066
73,5,25,5,1,1,7313,2026-04-21T08:43:02Z,2026-04-21T08:43:09Z,msg-25-5,medium,334,5.814130531825066
73,6,27,7,1,1,2017,2026-04-21T08:43:10Z,2026-04-21T08:43:12Z,msg-27-6,medium,334,5.814130531825066
73,7,28,8,1,1,2837,2026-04-21T08:43:13Z,2026-04-21T08:43:16Z,msg-28-7,medium,334,5.814130531825066
73,8,29,9,1,1,2865,2026-04-21T08:43:17Z,2026-04-21T08:43:20Z,msg-29-8,medium,334,5.814130531825066
73,9,30,10,1,2,4110,2026-04-21T08:43:21Z,2026-04-21T08:43:25Z,msg-30-9,medium,334,5.814130531825066
73,10,30,10,2,2,2348,2026-04-21T08:43:26Z,2026-04-21T08:43:28Z,msg-30-10,medium,334,5.814130531825066
74,1,11,1,1,2,7601,2026-04-21T10:08:11Z,2026-04-21T10:08:18Z,msg-11-1,hard,21022,9.953372355465126
74,2,12,2,1,1,2164,2026-04-21T10:08:20Z,2026-04-21T10:08:22Z,msg-12-2,hard,21022,9.953372355465126
74,3,13,3,1,1,1114,2026-04-21T10:08:23Z,2026-04-21T10:08:24Z,msg-13-3,hard,21022,9.953372355465126
74,4,11,1,2,2,7006,2026-04-21T10:08:24Z,2026-04-21T10:08:31Z,msg-11-4,hard,21022,9.953372355465126
74,5,14,4,1,1,6132,2026-04-21T10:08:32Z,2026-04-21T10:08:38Z,msg-14-5,hard,21022,9.953372355465126
75,1,21,1,1,3,15818,2026-04-21T10:08:32Z,2026-04-21T10:08:48Z,msg-21-1,medium,301014,12.61491537637639
75,2,22,2,1,1,10619,2026-04-21T10:08:49Z,2026-04-21T10:08:59Z,msg-22-2,medium,301014,12.61491537637639
75,3,23,3,1,1,5997,2026-04-21T10:09:02Z,2026-04-21T10:09:08Z,msg-23-3,medium,301014,12.61491537637639
75,4,24,4,1,1,2131,2026-04-21T10:09:09Z,2026-04-21T10:09:11Z,msg-24-4,medium,301014,12.61491537637639
75,5,25,5,1,1,7453,2026-04-21T10:09:12Z,2026-04-21T10:09:19Z,msg-25-5,medium,301014,12.61491537637639
75,6,26,6,1,1,3204,2026-04-21T10:09:20Z,2026-04-21T10:09:23Z,msg-26-6,medium,301014,12.61491537637639
75,7,27,7,1,1,2393,2026-04-21T10:09:24Z,2026-04-21T10:09:26Z,msg-27-7,medium,301014,12.61491537637639
75,8,28,8,1,1,3074,2026-04-21T10:09:27Z,2026-04-21T10:09:30Z,msg-28-8,medium,301014,12.61491537637639
75,9,29,9,1,1,1856,2026-04-21T10:09:30Z,2026-04-21T10:09:32Z,msg-29-9,medium,301014,12.61491537637639
75,10,30,10,1,1,5372,2026-04-21T10:09:33Z,2026-04-21T10:09:38Z,msg-30-10,medium,301014,12.61491537637639
75,11,21,1,2,3,4198,2026-04-21T10:09:43Z,2026-04-21T10:09:47Z,msg-21-11,medium,301014,12.61491537637639
75,12,21,1,3,3,6889,2026-04-21T10:09:50Z,2026-04-21T10:09:57Z,msg-21-12,medium,301014,12.61491537637639
76,1,21,1,1,2,13650,2026-04-21T10:09:13Z,2026-04-21T10:09:26Z,msg-21-1,medium,300031,12.61164441461652
76,2,22,2,1,1,14374,2026-04-21T10:09:28Z,2026-04-21T10:09:43Z,msg-22-2,medium,300031,12.61164441461652
76,3,30,10,1,1,6215,2026-04-21T10:09:47Z,2026-04-21T10:09:53Z,msg-30-3,medium,300031,12.61164441461652
76,4,23,3,1,1,10294,2026-04-21T10:09:57Z,2026-04-21T10:10:07Z,msg-23-4,medium,300031,12.61164441461652
76,5,21,1,2,2,18756,2026-04-21T10:10:09Z,2026-04-21T10:10:27Z,msg-21-5,medium,300031,12.61164441461652
77,1,10,10,1,1,38660,2026-04-21T10:10:12Z,2026-04-21T10:10:50Z,msg-10-1,easy,200020,12.20617764001806
77,2,9,9,1,1,7116,2026-04-21T10:10:52Z,2026-04-21T10:11:00Z,msg-9-2,easy,200020,12.20617764001806
77,3,8,8,1,1,10628,2026-04-21T10:11:01Z,2026-04-21T10:11:11Z,msg-8-3,easy,200020,12.20617764001806
77,4,7,7,1,1,5092,2026-04-21T10:11:13Z,2026-04-21T10:11:18Z,msg-7-4,easy,200020,12.20617764001806
77,5,6,6,1,1,1828,2026-04-21T10:11:19Z,2026-04-21T10:11:21Z,msg-6-5,easy,200020,12.20617764001806
77,6,5,5,1,1,20610,2026-04-21T10:11:21Z,2026-04-21T10:11:42Z,msg-5-6,easy,200020,12.20617764001806
77,7,4,4,1,1,13004,2026-04-21T10:11:44Z,2026-04-21T10:11:57Z,msg-4-7,easy,200020,12.20617764001806
77,8,3,3,1,1,11662,2026-04-21T10:11:59Z,2026-04-21T10:12:10Z,msg-3-8,easy,200020,12.20617764001806
77,9,2,2,1,1,11402,2026-04-21T10:12:11Z,2026-04-21T10:12:22Z,msg-2-9,easy,200020,12.20617764001806
77,10,1,1,1,1,13163,2026-04-21T10:12:23Z,2026-04-21T10:12:37Z,msg-1-10,easy,200020,12.20617764001806
78,1,21,1,1,3,15271,2026-04-21T10:13:58Z,2026-04-21T10:14:13Z,msg-21-1,medium,100100,11.513934955263402
78,2,22,2,1,2,2799,2026-04-21T10:14:14Z,2026-04-21T10:14:17Z,msg-22-2,medium,100100,11.513934955263402
78,3,27,7,1,1,2761,2026-04-21T10:14:26Z,2026-04-21T10:14:28Z,msg-27-3,medium,100100,11.513934955263402
78,4,30,10,1,1,7081,2026-04-21T10:14:30Z,2026-04-21T10:14:37Z,msg-30-4,medium,100100,11.513934955263402
78,5,28,8,1,1,2033,2026-04-21T10:14:39Z,2026-04-21T10:14:41Z,msg-28-5,medium,100100,11.513934955263402
78,6,21,1,2,3,4505,2026-04-21T10:14:42Z,2026-04-21T10:14:47Z,msg-21-6,medium,100100,11.513934955263402
78,7,22,2,2,2,6325,2026-04-21T10:14:49Z,2026-04-21T10:14:55Z,msg-22-7,medium,100100,11.513934955263402
78,8,21,1,3,3,7663,2026-04-21T10:14:56Z,2026-04-21T10:15:04Z,msg-21-8,medium,100100,11.513934955263402
79,1,21,1,1,3,56360,2026-04-21T10:13:16Z,2026-04-21T10:14:12Z,msg-21-1,medium,101,4.624972813284271
79,2,22,2,1,1,7816,2026-04-21T10:14:14Z,2026-04-21T10:14:22Z,msg-22-2,medium,101,4.624972813284271
79,3,23,3,1,1,7576,2026-04-21T10:14:23Z,2026-04-21T10:14:30Z,msg-23-3,medium,101,4.624972813284271
79,4,21,1,2,3,4423,2026-04-21T10:14:35Z,2026-04-21T10:14:39Z,msg-21-4,medium,101,4.624972813284271
79,5,21,1,3,3,6840,2026-04-21T10:14:49Z,2026-04-21T10:14:55Z,msg-21-5,medium,101,4.624972813284271
80,1,21,1,1,2,19134,2026-04-21T10:13:37Z,2026-04-21T10:13:56Z,msg-21-1,medium,22,3.1354942159291497
80,2,21,1,2,2,6020,2026-04-21T10:14:02Z,2026-04-21T10:14:08Z,msg-21-2,medium,22,3.1354942159291497
81,1,11,1,1,1,15617,2026-04-21T10:18:18Z,2026-04-21T10:18:34Z,msg-11-1,hard,373,5.924255797414532
81,2,12,2,1,1,4817,2026-04-21T10:18:36Z,2026-04-21T10:18:40Z,msg-12-2,hard,373,5.924255797414532
81,3,13,3,1,1,2250,2026-04-21T10:18:42Z,2026-04-21T10:18:44Z,msg-13-3,hard,373,5.924255797414532
81,4,14,4,1,1,1417,2026-04-21T10:18:46Z,2026-04-21T10:18:47Z,msg-14-4,hard,373,5.924255797414532
82,1,1,1,1,2,5834,2026-04-21T10:19:36Z,2026-04-21T10:19:42Z,msg-1-1,easy,310041,12.644463051155187
82,2,1,1,2,2,9567,2026-04-21T10:19:45Z,2026-04-21T10:19:54Z,msg-1-2,easy,310041,12.644463051155187
82,3,4,4,1,2,3333,2026-04-21T10:19:56Z,2026-04-21T10:19:59Z,msg-4-3,easy,310041,12.644463051155187
82,4,4,4,2,2,4334,2026-04-21T10:20:01Z,2026-04-21T10:20:05Z,msg-4-4,easy,310041,12.644463051155187
82,5,2,2,1,1,3199,2026-04-21T10:20:06Z,2026-04-21T10:20:10Z,msg-2-5,easy,310041,12.644463051155187
82,6,3,3,1,1,3950,2026-04-21T10:20:10Z,2026-04-21T10:20:14Z,msg-3-6,easy,310041,12.644463051155187
83,1,1,1,1,1,26011,2026-04-21T10:12:43Z,2026-04-21T10:13:09Z,msg-1-1,easy,4011,8.297045149081827
83,2,2,2,1,1,7888,2026-04-21T10:13:10Z,2026-04-21T10:13:18Z,msg-2-2,easy,4011,8.297045149081827
83,3,3,3,1,1,14328,2026-04-21T10:13:20Z,2026-04-21T10:13:34Z,msg-3-3,easy,4011,8.297045149081827
83,4,4,4,1,1,13769,2026-04-21T10:13:35Z,2026-04-21T10:13:49Z,msg-4-4,easy,4011,8.297045149081827
83,5,5,5,1,1,12546,2026-04-21T10:13:50Z,2026-04-21T10:14:03Z,msg-5-5,easy,4011,8.297045149081827
83,6,6,6,1,1,7584,2026-04-21T10:14:04Z,2026-04-21T10:14:12Z,msg-6-6,easy,4011,8.297045149081827
83,7,7,7,1,1,2781,2026-04-21T10:14:14Z,2026-04-21T10:14:17Z,msg-7-7,easy,4011,8.297045149081827
83,8,8,8,1,1,12758,2026-04-21T10:14:17Z,2026-04-21T10:14:30Z,msg-8-8,easy,4011,8.297045149081827
83,9,9,9,1,1,2182,2026-04-21T10:14:31Z,2026-04-21T10:14:33Z,msg-9-9,easy,4011,8.297045149081827
83,10,10,10,1,1,11981,2026-04-21T10:14:35Z,2026-04-21T10:14:47Z,msg-10-10,easy,4011,8.297045149081827
84,1,1,1,1,2,12100,2026-04-21T10:18:00Z,2026-04-21T10:18:12Z,msg-1-1,easy,40222,10.602194250301306
84,2,1,1,2,2,11667,2026-04-21T10:18:14Z,2026-04-21T10:18:25Z,msg-1-2,easy,40222,10.602194250301306
84,3,2,2,1,1,5383,2026-04-21T10:18:28Z,2026-04-21T10:18:33Z,msg-2-3,easy,40222,10.602194250301306
84,4,3,3,1,2,3933,2026-04-21T10:18:35Z,2026-04-21T10:18:39Z,msg-3-4,easy,40222,10.602194250301306
84,5,3,3,2,2,4900,2026-04-21T10:18:41Z,2026-04-21T10:18:45Z,msg-3-5,easy,40222,10.602194250301306
84,6,4,4,1,1,4717,2026-04-21T10:18:46Z,2026-04-21T10:18:51Z,msg-4-6,easy,40222,10.602194250301306
84,7,5,5,1,1,9317,2026-04-21T10:18:52Z,2026-04-21T10:19:01Z,msg-5-7,easy,40222,10.602194250301306
84,8,6,6,1,1,2700,2026-04-21T10:19:02Z,2026-04-21T10:19:05Z,msg-6-8,easy,40222,10.602194250301306
84,9,7,7,1,1,4284,2026-04-21T10:19:06Z,2026-04-21T10:19:10Z,msg-7-9,easy,40222,10.602194250301306
84,10,8,8,1,1,4200,2026-04-21T10:19:11Z,2026-04-21T10:19:15Z,msg-8-10,easy,40222,10.602194250301306
84,11,9,9,1,1,4816,2026-04-21T10:19:16Z,2026-04-21T10:19:21Z,msg-9-11,easy,40222,10.602194250301306
84,12,10,10,1,1,14416,2026-04-21T10:19:22Z,2026-04-21T10:19:36Z,msg-10-12,easy,40222,10.602194250301306
85,1,1,1,1,2,18160,2026-04-21T10:15:14Z,2026-04-21T10:15:32Z,msg-1-1,easy,121,4.804021044733257
85,2,2,2,1,2,6072,2026-04-21T10:15:33Z,2026-04-21T10:15:39Z,msg-2-2,easy,121,4.804021044733257
85,3,3,3,1,2,7225,2026-04-21T10:15:40Z,2026-04-21T10:15:47Z,msg-3-3,easy,121,4.804021044733257
85,4,4,4,1,1,2775,2026-04-21T10:15:49Z,2026-04-21T10:15:52Z,msg-4-4,easy,121,4.804021044733257
85,5,6,6,1,1,4536,2026-04-21T10:16:02Z,2026-04-21T10:16:07Z,msg-6-5,easy,121,4.804021044733257
85,6,1,1,2,2,3120,2026-04-21T10:16:08Z,2026-04-21T10:16:11Z,msg-1-6,easy,121,4.804021044733257
85,7,2,2,2,2,5177,2026-04-21T10:16:12Z,2026-04-21T10:16:18Z,msg-2-7,easy,121,4.804021044733257
85,8,3,3,2,2,3968,2026-04-21T10:16:20Z,2026-04-21T10:16:24Z,msg-3-8,easy,121,4.804021044733257
86,1,21,1,1,3,13783,2026-04-21T10:17:54Z,2026-04-21T10:18:07Z,msg-21-1,medium,100000,11.51293546492023
86,2,21,1,2,3,13184,2026-04-21T10:18:19Z,2026-04-21T10:18:33Z,msg-21-2,medium,100000,11.51293546492023
86,3,21,1,3,3,5367,2026-04-21T10:18:38Z,2026-04-21T10:18:43Z,msg-21-3,medium,100000,11.51293546492023
86,4,22,2,1,1,11183,2026-04-21T10:18:46Z,2026-04-21T10:18:57Z,msg-22-4,medium,100000,11.51293546492023
87,1,11,1,1,1,30264,2026-04-21T10:21:32Z,2026-04-21T10:22:02Z,msg-11-1,hard,200316,12.20765639074339
87,2,12,2,1,1,8752,2026-04-21T10:22:10Z,2026-04-21T10:22:19Z,msg-12-2,hard,200316,12.20765639074339
87,3,20,10,1,1,3894,2026-04-21T10:22:21Z,2026-04-21T10:22:25Z,msg-20-3,hard,200316,12.20765639074339
88,1,1,1,1,1,45372,2026-04-21T10:16:18Z,2026-04-21T10:17:04Z,msg-1-1,easy,1,0.6931471805599453
88,2,2,2,1,1,11738,2026-04-21T10:17:06Z,2026-04-21T10:17:17Z,msg-2-2,easy,1,0.6931471805599453
88,3,3,3,1,1,12370,2026-04-21T10:17:20Z,2026-04-21T10:17:32Z,msg-3-3,easy,1,0.6931471805599453
88,4,4,4,1,1,17813,2026-04-21T10:17:34Z,2026-04-21T10:17:52Z,msg-4-4,easy,1,0.6931471805599453
89,1,1,1,1,2,13121,2026-04-21T10:21:50Z,2026-04-21T10:22:04Z,msg-1-1,easy,300030,12.61164108163315
89,2,2,2,1,2,5624,2026-04-21T10:22:05Z,2026-04-21T10:22:10Z,msg-2-2,easy,300030,12.61164108163315
