sub_id,mevt_id,msg_id,msg_rank,read_n,times_read,dwell_ms,opened_at,closed_at,raw_msg_event_id,condition,total_points,log_total_points
89,3,3,3,1,2,6340,2026-04-21T10:22:11Z,2026-04-21T10:22:17Z,msg-3-3,easy,300030,12.61164108163315
89,4,4,4,1,1,7004,2026-04-21T10:22:18Z,2026-04-21T10:22:25Z,msg-4-4,easy,300030,12.61164108163315
89,5,5,5,1,3,9865,2026-04-21T10:22:26Z,2026-04-21T10:22:36Z,msg-5-5,easy,300030,12.61164108163315
89,6,6,6,1,4,6505,2026-04-21T10:22:37Z,2026-04-21T10:22:44Z,msg-6-6,easy,300030,12.61164108163315
89,7,7,7,1,2,3846,2026-04-21T10:22:45Z,2026-04-21T10:22:49Z,msg-7-7,easy,300030,12.61164108163315
89,8,6,6,2,4,1909,2026-04-21T10:22:49Z,2026-04-21T10:22:51Z,msg-6-8,easy,300030,12.61164108163315
89,9,7,7,2,2,3011,2026-04-21T10:22:52Z,2026-04-21T10:22:55Z,msg-7-9,easy,300030,12.61164108163315
89,10,8,8,1,1,3709,2026-04-21T10:22:56Z,2026-04-21T10:23:00Z,msg-8-10,easy,300030,12.61164108163315
89,11,9,9,1,1,1973,2026-04-21T10:23:01Z,2026-04-21T10:23:03Z,msg-9-11,easy,300030,12.61164108163315
89,12,10,10,1,2,21523,2026-04-21T10:23:04Z,2026-04-21T10:23:26Z,msg-10-12,easy,300030,12.61164108163315
89,13,5,5,2,3,9452,2026-04-21T10:23:30Z,2026-04-21T10:23:39Z,msg-5-13,easy,300030,12.61164108163315
89,14,5,5,3,3,1580,2026-04-21T10:23:40Z,2026-04-21T10:23:42Z,msg-5-14,easy,300030,12.61164108163315
89,15,6,6,3,4,6392,2026-04-21T10:23:42Z,2026-04-21T10:23:49Z,msg-6-15,easy,300030,12.61164108163315
89,16,6,6,4,4,5062,2026-04-21T10:23:52Z,2026-04-21T10:23:57Z,msg-6-16,easy,300030,12.61164108163315
89,17,10,10,2,2,9623,2026-04-21T10:23:59Z,2026-04-21T10:24:08Z,msg-10-17,easy,300030,12.61164108163315
89,18,1,1,2,2,9408,2026-04-21T10:24:09Z,2026-04-21T10:24:19Z,msg-1-18,easy,300030,12.61164108163315
89,19,2,2,2,2,5735,2026-04-21T10:24:20Z,2026-04-21T10:24:25Z,msg-2-19,easy,300030,12.61164108163315
89,20,3,3,2,2,9005,2026-04-21T10:24:27Z,2026-04-21T10:24:36Z,msg-3-20,easy,300030,12.61164108163315
90,1,21,1,1,3,21310,2026-04-21T10:24:56Z,2026-04-21T10:25:18Z,msg-21-1,medium,4,1.6094379124341003
90,2,22,2,1,1,22590,2026-04-21T10:25:21Z,2026-04-21T10:25:44Z,msg-22-2,medium,4,1.6094379124341003
90,3,21,1,2,3,3317,2026-04-21T10:25:47Z,2026-04-21T10:25:50Z,msg-21-3,medium,4,1.6094379124341003
90,4,21,1,3,3,6721,2026-04-21T10:25:53Z,2026-04-21T10:25:59Z,msg-21-4,medium,4,1.6094379124341003
90,5,23,3,1,1,16085,2026-04-21T10:26:02Z,2026-04-21T10:26:18Z,msg-23-5,medium,4,1.6094379124341003
91,1,11,1,1,3,18278,2026-04-21T10:24:31Z,2026-04-21T10:24:49Z,msg-11-1,hard,21405,9.971426535544321
91,2,11,1,2,3,947,2026-04-21T10:24:50Z,2026-04-21T10:24:51Z,msg-11-2,hard,21405,9.971426535544321
91,3,12,2,1,2,9836,2026-04-21T10:24:52Z,2026-04-21T10:25:02Z,msg-12-3,hard,21405,9.971426535544321
91,4,20,10,1,2,4545,2026-04-21T10:25:03Z,2026-04-21T10:25:08Z,msg-20-4,hard,21405,9.971426535544321
91,5,13,3,1,2,2381,2026-04-21T10:25:09Z,2026-04-21T10:25:11Z,msg-13-5,hard,21405,9.971426535544321
91,6,14,4,1,2,5077,2026-04-21T10:25:12Z,2026-04-21T10:25:17Z,msg-14-6,hard,21405,9.971426535544321
91,7,11,1,3,3,6877,2026-04-21T10:25:21Z,2026-04-21T10:25:28Z,msg-11-7,hard,21405,9.971426535544321
91,8,12,2,2,2,19319,2026-04-21T10:25:30Z,2026-04-21T10:25:49Z,msg-12-8,hard,21405,9.971426535544321
91,9,13,3,2,2,1845,2026-04-21T10:25:51Z,2026-04-21T10:25:53Z,msg-13-9,hard,21405,9.971426535544321
91,10,14,4,2,2,8529,2026-04-21T10:25:54Z,2026-04-21T10:26:02Z,msg-14-10,hard,21405,9.971426535544321
91,11,15,5,1,1,15216,2026-04-21T10:26:03Z,2026-04-21T10:26:19Z,msg-15-11,hard,21405,9.971426535544321
91,12,16,6,1,1,2172,2026-04-21T10:26:20Z,2026-04-21T10:26:22Z,msg-16-12,hard,21405,9.971426535544321
91,13,17,7,1,1,10484,2026-04-21T10:26:23Z,2026-04-21T10:26:33Z,msg-17-13,hard,21405,9.971426535544321
91,14,18,8,1,1,1972,2026-04-21T10:26:34Z,2026-04-21T10:26:36Z,msg-18-14,hard,21405,9.971426535544321
91,15,19,9,1,1,7909,2026-04-21T10:26:37Z,2026-04-21T10:26:45Z,msg-19-15,hard,21405,9.971426535544321
91,16,20,10,2,2,2541,2026-04-21T10:26:46Z,2026-04-21T10:26:49Z,msg-20-16,hard,21405,9.971426535544321
