"","sub_id","step","action","held","target","yield","max_level","points","total_points","log_total_points","held_shape","held_texture","held_level","target_shape","target_texture","target_level","yield_shape","yield_texture","yield_level","condition"
"138",64,24,"combine","triangle_checkered_4","diamond_stripes_0","",5,0,101000,11.5228757958234,"triangle","checkered",4,"diamond","stripes",0,"","",0,"hard"
"139",64,25,"combine","triangle_checkered_4","diamond_plain_0","",5,0,101000,11.5228757958234,"triangle","checkered",4,"diamond","plain",0,"","",0,"hard"
"140",64,26,"combine","triangle_checkered_4","triangle_stripes_0","",5,0,101000,11.5228757958234,"triangle","checkered",4,"triangle","stripes",0,"","",0,"hard"
"141",64,27,"combine","triangle_checkered_4","diamond_stripes_0","",5,0,101000,11.5228757958234,"triangle","checkered",4,"diamond","stripes",0,"","",0,"hard"
"142",64,28,"consume","triangle_checkered_4","","",5,10000,111000,11.6172854802945,"triangle","checkered",4,"","",0,"","",0,"hard"
"143",64,29,"combine","square_dots_0","circle_plain_0","",5,0,111000,11.6172854802945,"square","dots",0,"circle","plain",0,"","",0,"hard"
"144",64,30,"combine","square_dots_0","triangle_checkered_0","",5,0,111000,11.6172854802945,"square","dots",0,"triangle","checkered",0,"","",0,"hard"
"145",64,31,"combine","square_dots_0","diamond_plain_0","",5,0,111000,11.6172854802945,"square","dots",0,"diamond","plain",0,"","",0,"hard"
"146",64,32,"combine","square_dots_0","diamond_stripes_0","",5,0,111000,11.6172854802945,"square","dots",0,"diamond","stripes",0,"","",0,"hard"
"147",64,33,"combine","square_dots_0","circle_plain_0","",5,0,111000,11.6172854802945,"square","dots",0,"circle","plain",0,"","",0,"hard"
"148",64,34,"combine","square_dots_0","circle_plain_0","",5,0,111000,11.6172854802945,"square","dots",0,"circle","plain",0,"","",0,"hard"
"149",64,35,"combine","square_dots_0","triangle_checkered_0","",5,0,111000,11.6172854802945,"square","dots",0,"triangle","checkered",0,"","",0,"hard"
"150",64,36,"combine","square_dots_0","triangle_checkered_0","",5,0,111000,11.6172854802945,"square","dots",0,"triangle","checkered",0,"","",0,"hard"
"151",64,37,"combine","square_dots_0","triangle_dots_0","",5,0,111000,11.6172854802945,"square","dots",0,"triangle","dots",0,"","",0,"hard"
"152",64,38,"combine","square_dots_0","triangle_stripes_0","",5,0,111000,11.6172854802945,"square","dots",0,"triangle","stripes",0,"","",0,"hard"
"153",64,39,"combine","square_dots_0","diamond_plain_0","",5,0,111000,11.6172854802945,"square","dots",0,"diamond","plain",0,"","",0,"hard"
"154",64,40,"combine","square_dots_0","square_checkered_0","",5,0,111000,11.6172854802945,"square","dots",0,"square","checkered",0,"","",0,"hard"
"155",65,1,"combine","diamond_dots_0","square_plain_0","",0,0,0,0,"diamond","dots",0,"square","plain",0,"","",0,"medium"
"156",65,2,"combine","diamond_dots_0","circle_checkered_0","",0,0,0,0,"diamond","dots",0,"circle","checkered",0,"","",0,"medium"
"157",65,3,"combine","diamond_dots_0","triangle_checkered_0","diamond_checkered_1",1,0,0,0,"diamond","dots",0,"triangle","checkered",0,"diamond","checkered",1,"medium"
"158",65,4,"combine","diamond_checkered_1","circle_checkered_0","",1,0,0,0,"diamond","checkered",1,"circle","checkered",0,"","",0,"medium"
"159",65,5,"combine","diamond_checkered_1","square_plain_0","",1,0,0,0,"diamond","checkered",1,"square","plain",0,"","",0,"medium"
"160",65,6,"combine","diamond_checkered_1","circle_plain_0","",1,0,0,0,"diamond","checkered",1,"circle","plain",0,"","",0,"medium"
"161",65,7,"combine","diamond_checkered_1","circle_dots_0","",1,0,0,0,"diamond","checkered",1,"circle","dots",0,"","",0,"medium"
"162",65,8,"combine","diamond_checkered_1","circle_dots_0","",1,0,0,0,"diamond","checkered",1,"circle","dots",0,"","",0,"medium"
"163",65,9,"combine","diamond_checkered_1","circle_stripes_0","",1,0,0,0,"diamond","checkered",1,"circle","stripes",0,"","",0,"medium"
"164",65,10,"combine","diamond_checkered_1","diamond_plain_0","",1,0,0,0,"diamond","checkered",1,"diamond","plain",0,"","",0,"medium"
"165",65,11,"combine","diamond_checkered_1","diamond_plain_0","",1,0,0,0,"diamond","checkered",1,"diamond","plain",0,"","",0,"medium"
"166",65,12,"combine","diamond_checkered_1","triangle_checkered_0","",1,0,0,0,"diamond","checkered",1,"triangle","checkered",0,"","",0,"medium"
"167",65,13,"combine","diamond_checkered_1","square_checkered_0","",1,0,0,0,"diamond","checkered",1,"square","checkered",0,"","",0,"medium"
"168",65,14,"combine","diamond_checkered_1","diamond_checkered_0","",1,0,0,0,"diamond","checkered",1,"diamond","checkered",0,"","",0,"medium"
"169",65,15,"combine","diamond_checkered_1","diamond_checkered_0","",1,0,0,0,"diamond","checkered",1,"diamond","checkered",0,"","",0,"medium"
"170",65,16,"combine","diamond_checkered_1","diamond_checkered_0","",1,0,0,0,"diamond","checkered",1,"diamond","checkered",0,"","",0,"medium"
"171",65,17,"combine","diamond_checkered_1","square_dots_0","",1,0,0,0,"diamond","checkered",1,"square","dots",0,"","",0,"medium"
"172",65,18,"combine","diamond_checkered_1","square_dots_0","",1,0,0,0,"diamond","checkered",1,"square","dots",0,"","",0,"medium"
"173",65,19,"combine","diamond_checkered_1","square_dots_0","",1,0,0,0,"diamond","checkered",1,"square","dots",0,"","",0,"medium"
"174",65,20,"combine","diamond_checkered_1","diamond_stripes_0","",1,0,0,0,"diamond","checkered",1,"diamond","stripes",0,"","",0,"medium"
"175",65,21,"combine","diamond_checkered_1","diamond_dots_0","",1,0,0,0,"diamond","checkered",1,"diamond","dots",0,"","",0,"medium"
"176",65,22,"combine","diamond_checkered_1","square_stripes_0","",1,0,0,0,"diamond","checkered",1,"square","stripes",0,"","",0,"medium"
"177",65,23,"combine","diamond_checkered_1","square_stripes_0","",1,0,0,0,"diamond","checkered",1,"square","stripes",0,"","",0,"medium"
"178",65,24,"combine","diamond_checkered_1","square_plain_0","",1,0,0,0,"diamond","checkered",1,"square","plain",0,"","",0,"medium"
"179",65,25,"combine","diamond_checkered_1","square_plain_0","",1,0,0,0,"diamond","checkered",1,"square","plain",0,"","",0,"medium"
"180",65,26,"combine","diamond_checkered_1","square_plain_0","",1,0,0,0,"diamond","checkered",1,"square","plain",0,"","",0,"medium"
"181",65,27,"combine","diamond_checkered_1","circle_checkered_0","",1,0,0,0,"diamond","checkered",1,"circle","checkered",0,"","",0,"medium"
"182",65,28,"combine","diamond_checkered_1","triangle_dots_0","diamond_dots_2",2,0,0,0,"diamond","checkered",1,"triangle","dots",0,"diamond","dots",2,"medium"
