"","id","step","action","held","target","yield","max_level","points","total_points","log_total_points","held_shape","held_texture","held_level","target_shape","target_texture","target_level","yield_shape","yield_texture","yield_level","condition"
"969",29,38,"combine","square_plain_0","square_checkered_0","square_checkered_1",5,0,300011,12.6115744196328,"square","plain",0,"square","checkered",0,"square","checkered",1,"easy"
"970",29,39,"consume","square_checkered_1","","",5,10,300021,12.6116077511885,"square","checkered",1,"","",0,"","",0,"easy"
"971",29,40,"consume","diamond_checkered_5","","",5,100000,400021,12.899272324712,"diamond","checkered",5,"","",0,"","",0,"easy"
"972",30,1,"combine","square_dots_0","circle_stripes_0","square_stripes_1",1,0,0,0,"square","dots",0,"circle","stripes",0,"square","stripes",1,"medium"
"973",30,2,"combine","square_stripes_1","circle_stripes_0","",1,0,0,0,"square","stripes",1,"circle","stripes",0,"","",0,"medium"
"974",30,3,"combine","square_stripes_1","square_plain_0","",1,0,0,0,"square","stripes",1,"square","plain",0,"","",0,"medium"
"975",30,4,"combine","square_stripes_1","circle_checkered_0","square_checkered_2",2,0,0,0,"square","stripes",1,"circle","checkered",0,"square","checkered",2,"medium"
"976",30,5,"combine","square_checkered_2","circle_dots_0","square_dots_3",3,0,0,0,"square","checkered",2,"circle","dots",0,"square","dots",3,"medium"
"977",30,6,"combine","square_dots_3","circle_stripes_0","square_stripes_4",4,0,0,0,"square","dots",3,"circle","stripes",0,"square","stripes",4,"medium"
"978",30,7,"combine","square_stripes_4","circle_plain_0","square_plain_5",5,0,0,0,"square","stripes",4,"circle","plain",0,"square","plain",5,"medium"
"979",30,8,"consume","square_plain_5","","",5,100000,100000,11.5129254649702,"square","plain",5,"","",0,"","",0,"medium"
"980",30,9,"combine","square_plain_0","circle_checkered_0","square_checkered_1",5,0,100000,11.5129254649702,"square","plain",0,"circle","checkered",0,"square","checkered",1,"medium"
"981",30,10,"combine","square_checkered_1","circle_plain_0","square_plain_2",5,0,100000,11.5129254649702,"square","checkered",1,"circle","plain",0,"square","plain",2,"medium"
